,sido,sigungu,cityGubun,marketType,userType,ageGroup,gender,dtYearMonth,userCount,useCount,useCost
1782,제주도,서귀포시,도심,소매,내국인관광객,50대,여,201707,1524,1995,118504620
1783,제주도,서귀포시,도심,소매,내국인관광객,50대,남,201707,1935,2675,139375220
1784,제주도,서귀포시,도심,소매,내국인관광객,40대,여,201707,2228,2899,114224740
1785,제주도,서귀포시,도심,소매,내국인관광객,40대,남,201707,2791,3867,150878388
1786,제주도,서귀포시,도심,소매,내국인관광객,30대,여,201707,3232,4198,126837610
1787,제주도,서귀포시,도심,소매,내국인관광객,30대,남,201707,3246,4345,119976865
1788,제주도,서귀포시,도심,소매,내국인관광객,20대,여,201707,3812,4979,98562420
1789,제주도,서귀포시,도심,소매,내국인관광객,20대,남,201707,2285,2983,59992910
1790,제주도,서귀포시,도심,소매,내국인관광객,60대이상,여,201708,698,944,71070210
1791,제주도,서귀포시,도심,소매,내국인관광객,60대이상,남,201708,835,1076,79734860
1792,제주도,서귀포시,도심,소매,내국인관광객,50대,여,201708,1548,1993,104360088
1793,제주도,서귀포시,도심,소매,내국인관광객,50대,남,201708,1869,2465,119381026
1794,제주도,서귀포시,도심,소매,내국인관광객,40대,여,201708,2588,3350,133186032
1795,제주도,서귀포시,도심,소매,내국인관광객,40대,남,201708,3174,4099,156066330
1796,제주도,서귀포시,도심,소매,내국인관광객,30대,여,201708,3510,4584,130986243
1797,제주도,서귀포시,도심,소매,내국인관광객,30대,남,201708,3700,4899,148408530
1798,제주도,서귀포시,도심,소매,내국인관광객,20대,여,201708,3741,4847,95647380
1799,제주도,서귀포시,도심,소매,내국인관광객,20대,남,201708,2471,3184,65794524
1800,제주도,서귀포시,도심,소매,내국인관광객,60대이상,여,201709,910,1178,130606910
1801,제주도,서귀포시,도심,소매,내국인관광객,60대이상,남,201709,951,1167,126559060
1802,제주도,서귀포시,도심,소매,내국인관광객,50대,여,201709,1611,2077,166762510
1803,제주도,서귀포시,도심,소매,내국인관광객,50대,남,201709,1626,2216,149536000
1804,제주도,서귀포시,도심,소매,내국인관광객,40대,여,201709,1965,2553,108577950
1805,제주도,서귀포시,도심,소매,내국인관광객,40대,남,201709,2545,3471,149786010
1806,제주도,서귀포시,도심,소매,내국인관광객,30대,여,201709,3728,4872,149552706
1807,제주도,서귀포시,도심,소매,내국인관광객,30대,남,201709,3772,5277,157592795
1808,제주도,서귀포시,도심,소매,내국인관광객,20대,여,201709,2882,3839,91113610
1809,제주도,서귀포시,도심,소매,내국인관광객,20대,남,201709,1775,2324,56950430
1810,제주도,서귀포시,도심,소매,내국인관광객,60대이상,여,201710,1013,1299,166279150
1811,제주도,서귀포시,도심,소매,내국인관광객,60대이상,남,201710,1189,1462,187734210
1812,제주도,서귀포시,도심,소매,내국인관광객,50대,여,201710,1869,2414,213996130
1813,제주도,서귀포시,도심,소매,내국인관광객,50대,남,201710,1933,2522,169152750
1814,제주도,서귀포시,도심,소매,내국인관광객,40대,여,201710,2286,2939,145637140
1815,제주도,서귀포시,도심,소매,내국인관광객,40대,남,201710,2547,3322,152316550
1816,제주도,서귀포시,도심,소매,내국인관광객,30대,여,201710,2936,3854,133341510
1817,제주도,서귀포시,도심,소매,내국인관광객,30대,남,201710,2923,3983,134097490
1818,제주도,서귀포시,도심,소매,내국인관광객,20대,여,201710,2108,2963,73682510
1819,제주도,서귀포시,도심,소매,내국인관광객,20대,남,201710,1262,1716,50617260
1820,제주도,서귀포시,도심,소매,내국인관광객,60대이상,여,201711,993,1316,165654030
1821,제주도,서귀포시,도심,소매,내국인관광객,60대이상,남,201711,1069,1360,186838570
1822,제주도,서귀포시,도심,소매,내국인관광객,50대,여,201711,1690,2154,185951980
1823,제주도,서귀포시,도심,소매,내국인관광객,50대,남,201711,1827,2458,172046714
1824,제주도,서귀포시,도심,소매,내국인관광객,40대,여,201711,1932,2533,126159390
1825,제주도,서귀포시,도심,소매,내국인관광객,40대,남,201711,2244,3022,142935225
1826,제주도,서귀포시,도심,소매,내국인관광객,30대,여,201711,2544,3441,116958342
1827,제주도,서귀포시,도심,소매,내국인관광객,30대,남,201711,2640,3660,137719520
1828,제주도,서귀포시,도심,소매,내국인관광객,20대,여,201711,2197,3120,77440209
1829,제주도,서귀포시,도심,소매,내국인관광객,20대,남,201711,1253,1685,46684610
1830,제주도,서귀포시,도심,소매,내국인관광객,60대이상,여,201712,695,929,92370681
1831,제주도,서귀포시,도심,소매,내국인관광객,60대이상,남,201712,926,1209,120041574
1832,제주도,서귀포시,도심,소매,내국인관광객,50대,여,201712,1274,1622,110925443
1833,제주도,서귀포시,도심,소매,내국인관광객,50대,남,201712,1789,2339,165840603
1834,제주도,서귀포시,도심,소매,내국인관광객,40대,여,201712,1731,2243,99281723
1835,제주도,서귀포시,도심,소매,내국인관광객,40대,남,201712,2071,2706,128486077
1836,제주도,서귀포시,도심,소매,내국인관광객,30대,여,201712,2389,3215,111268406
1837,제주도,서귀포시,도심,소매,내국인관광객,30대,남,201712,2308,3091,111507507
1838,제주도,서귀포시,도심,소매,내국인관광객,20대미만,여,201712,19,23,371900
1839,제주도,서귀포시,도심,소매,내국인관광객,20대미만,남,201712,14,19,281000
1840,제주도,서귀포시,도심,소매,내국인관광객,60대이상,여,201801,718,915,105745501
1841,제주도,서귀포시,도심,소매,내국인관광객,60대이상,남,201801,874,1158,105795750
1842,제주도,서귀포시,도심,소매,내국인관광객,50대,여,201801,1617,2101,145322780
1843,제주도,서귀포시,도심,소매,내국인관광객,50대,남,201801,2004,2542,164670740
1844,제주도,서귀포시,도심,소매,내국인관광객,40대,여,201801,2276,2902,124947257
1845,제주도,서귀포시,도심,소매,내국인관광객,40대,남,201801,2460,3173,139937642
1846,제주도,서귀포시,도심,소매,내국인관광객,30대,여,201801,2337,3065,106491070
1847,제주도,서귀포시,도심,소매,내국인관광객,30대,남,201801,2067,2740,97933772
1848,제주도,서귀포시,도심,소매,내국인관광객,20대미만,여,201801,58,72,1460620
1849,제주도,서귀포시,도심,소매,내국인관광객,20대미만,남,201801,45,50,1184600
1850,제주도,서귀포시,도심,소매,내국인관광객,60대이상,여,201802,513,678,79288940
1851,제주도,서귀포시,도심,소매,내국인관광객,60대이상,남,201802,645,817,81087265
1852,제주도,서귀포시,도심,소매,내국인관광객,50대,여,201802,1128,1433,100547989
1853,제주도,서귀포시,도심,소매,내국인관광객,50대,남,201802,1379,1817,123574646
1854,제주도,서귀포시,도심,소매,내국인관광객,40대,여,201802,1534,1962,84994737
1855,제주도,서귀포시,도심,소매,내국인관광객,40대,남,201802,1678,2147,118213270
1856,제주도,서귀포시,도심,소매,내국인관광객,30대,여,201802,1725,2306,87891390
1857,제주도,서귀포시,도심,소매,내국인관광객,30대,남,201802,1634,2256,88214232
1858,제주도,서귀포시,도심,소매,내국인관광객,20대미만,여,201802,41,51,979400
1859,제주도,서귀포시,도심,소매,내국인관광객,20대미만,남,201802,37,43,1685200
1860,제주도,서귀포시,도심,소매,내국인관광객,60대이상,여,201803,1012,1257,170115744
1861,제주도,서귀포시,도심,소매,내국인관광객,60대이상,남,201803,1101,1380,169907613
1862,제주도,서귀포시,도심,소매,내국인관광객,50대,여,201803,1679,2124,167738792
1863,제주도,서귀포시,도심,소매,내국인관광객,50대,남,201803,1576,2063,139741770
1864,제주도,서귀포시,도심,소매,내국인관광객,40대,여,201803,1447,1949,93089951
1865,제주도,서귀포시,도심,소매,내국인관광객,40대,남,201803,1726,2322,111537367
1866,제주도,서귀포시,도심,소매,내국인관광객,30대,여,201803,2568,3516,124483140
1867,제주도,서귀포시,도심,소매,내국인관광객,30대,남,201803,2521,3566,124283639
1868,제주도,서귀포시,도심,소매,내국인관광객,20대미만,여,201803,86,99,1816300
1869,제주도,서귀포시,도심,소매,내국인관광객,20대미만,남,201803,63,72,977600
1870,제주도,서귀포시,도심,소매,내국인관광객,60대이상,여,201804,1455,1801,247293568
1871,제주도,서귀포시,도심,소매,내국인관광객,60대이상,남,201804,1454,1780,244171514
1872,제주도,서귀포시,도심,소매,내국인관광객,50대,여,201804,2122,2725,198431112
1873,제주도,서귀포시,도심,소매,내국인관광객,50대,남,201804,1957,2522,172134841
1874,제주도,서귀포시,도심,소매,내국인관광객,40대,여,201804,1958,2609,113303760
1875,제주도,서귀포시,도심,소매,내국인관광객,40대,남,201804,2312,3082,139012663
1876,제주도,서귀포시,도심,소매,내국인관광객,30대,여,201804,2956,4173,131630249
1877,제주도,서귀포시,도심,소매,내국인관광객,30대,남,201804,2912,4034,132856839
1878,제주도,서귀포시,도심,소매,내국인관광객,20대미만,여,201804,207,259,3070500
1879,제주도,서귀포시,도심,소매,내국인관광객,20대미만,남,201804,121,137,3554400
1880,제주도,서귀포시,도심,소매,내국인관광객,60대이상,여,201805,1055,1367,158501102
1881,제주도,서귀포시,도심,소매,내국인관광객,60대이상,남,201805,1137,1432,158331527
1882,제주도,서귀포시,도심,소매,내국인관광객,50대,여,201805,1692,2186,145901238
1883,제주도,서귀포시,도심,소매,내국인관광객,50대,남,201805,1768,2370,158536574
1884,제주도,서귀포시,도심,소매,내국인관광객,40대,여,201805,2089,2738,115192585
1885,제주도,서귀포시,도심,소매,내국인관광객,40대,남,201805,2447,3234,127711826
1886,제주도,서귀포시,도심,소매,내국인관광객,30대,여,201805,2605,3632,114031002
1887,제주도,서귀포시,도심,소매,내국인관광객,30대,남,201805,2604,3644,119908499
1888,제주도,서귀포시,도심,소매,내국인관광객,20대미만,여,201805,310,373,4512600
1889,제주도,서귀포시,도심,소매,내국인관광객,20대미만,남,201805,227,252,2863500
1890,제주도,서귀포시,도심,소매,내국인관광객,60대이상,여,201806,985,1293,131165239
1891,제주도,서귀포시,도심,소매,내국인관광객,60대이상,남,201806,912,1161,124192047
1892,제주도,서귀포시,도심,소매,내국인관광객,50대,여,201806,1597,2033,128162625
1893,제주도,서귀포시,도심,소매,내국인관광객,50대,남,201806,1556,2084,110938572
1894,제주도,서귀포시,도심,소매,내국인관광객,40대,여,201806,2005,2664,97885392
1895,제주도,서귀포시,도심,소매,내국인관광객,40대,남,201806,2282,3005,113095900
1896,제주도,서귀포시,도심,소매,내국인관광객,30대,여,201806,2944,4097,115163246
1897,제주도,서귀포시,도심,소매,내국인관광객,30대,남,201806,2757,3826,117101878
1898,제주도,서귀포시,도심,소매,내국인관광객,20대미만,여,201806,74,88,1379550
1899,제주도,서귀포시,도심,소매,내국인관광객,20대미만,남,201806,41,46,669600
1900,제주도,서귀포시,도심,소매,내국인관광객,60대이상,여,201807,757,1012,70497232
1901,제주도,서귀포시,도심,소매,내국인관광객,60대이상,남,201807,811,1031,82304917
1902,제주도,서귀포시,도심,소매,내국인관광객,50대,여,201807,1347,1776,91772918
1903,제주도,서귀포시,도심,소매,내국인관광객,50대,남,201807,1711,2290,133260066
1904,제주도,서귀포시,도심,소매,내국인관광객,40대,여,201807,2030,2701,97235629
1905,제주도,서귀포시,도심,소매,내국인관광객,40대,남,201807,2487,3388,115104559
1906,제주도,서귀포시,도심,소매,내국인관광객,30대,여,201807,2694,3601,98274660
1907,제주도,서귀포시,도심,소매,내국인관광객,30대,남,201807,2701,3774,99973367
1908,제주도,서귀포시,도심,소매,내국인관광객,20대미만,여,201807,48,60,1133900
1909,제주도,서귀포시,도심,소매,내국인관광객,20대미만,남,201807,31,38,825300
1910,제주도,서귀포시,도심,소매,내국인관광객,60대이상,여,201808,731,969,65679883
1911,제주도,서귀포시,도심,소매,내국인관광객,60대이상,남,201808,723,965,70863202
1912,제주도,서귀포시,도심,소매,내국인관광객,50대,여,201808,1561,2091,95176182
1913,제주도,서귀포시,도심,소매,내국인관광객,50대,남,201808,1762,2317,108283907
1914,제주도,서귀포시,도심,소매,내국인관광객,40대,여,201808,2552,3279,108836470
1915,제주도,서귀포시,도심,소매,내국인관광객,40대,남,201808,3051,4111,142602382
1916,제주도,서귀포시,도심,소매,내국인관광객,30대,여,201808,3113,4123,105439207
1917,제주도,서귀포시,도심,소매,내국인관광객,30대,남,201808,3202,4296,110621480
1918,제주도,서귀포시,도심,소매,내국인관광객,20대미만,여,201808,48,57,893000
1919,제주도,서귀포시,도심,소매,내국인관광객,20대미만,남,201808,58,64,1259800
1920,제주도,서귀포시,도심,소매,내국인관광객,60대이상,여,201809,818,1051,105013550
1921,제주도,서귀포시,도심,소매,내국인관광객,60대이상,남,201809,973,1244,123341151
1922,제주도,서귀포시,도심,소매,내국인관광객,50대,여,201809,1536,1986,118707370
1923,제주도,서귀포시,도심,소매,내국인관광객,50대,남,201809,1448,1936,128886754
1924,제주도,서귀포시,도심,소매,내국인관광객,40대,여,201809,1860,2504,100749054
1925,제주도,서귀포시,도심,소매,내국인관광객,40대,남,201809,2203,3023,129866453
1926,제주도,서귀포시,도심,소매,내국인관광객,30대,여,201809,2978,4068,124361237
1927,제주도,서귀포시,도심,소매,내국인관광객,30대,남,201809,2963,4018,129673935
1928,제주도,서귀포시,도심,소매,내국인관광객,20대미만,여,201809,171,221,3293470
1929,제주도,서귀포시,도심,소매,내국인관광객,20대미만,남,201809,107,121,1807700
1930,제주도,서귀포시,도심,소매,내국인관광객,60대이상,여,201810,1031,1314,170761450
1931,제주도,서귀포시,도심,소매,내국인관광객,60대이상,남,201810,1056,1292,142827197
1932,제주도,서귀포시,도심,소매,내국인관광객,50대,여,201810,1662,2130,152604864
1933,제주도,서귀포시,도심,소매,내국인관광객,50대,남,201810,1605,2115,135742706
1934,제주도,서귀포시,도심,소매,내국인관광객,40대,여,201810,2044,2637,122591295
1935,제주도,서귀포시,도심,소매,내국인관광객,40대,남,201810,2369,3222,126951419
1936,제주도,서귀포시,도심,소매,내국인관광객,30대,여,201810,2688,3666,116103947
1937,제주도,서귀포시,도심,소매,내국인관광객,30대,남,201810,2704,3794,118132254
1938,제주도,서귀포시,도심,소매,내국인관광객,20대미만,여,201810,297,362,4303800
1939,제주도,서귀포시,도심,소매,내국인관광객,20대미만,남,201810,246,280,3397100
1940,제주도,서귀포시,도심,소매,내국인관광객,60대이상,여,201811,1042,1274,159388302
1941,제주도,서귀포시,도심,소매,내국인관광객,60대이상,남,201811,1104,1394,168818763
1942,제주도,서귀포시,도심,소매,내국인관광객,50대,여,201811,1630,2075,156620369
1943,제주도,서귀포시,도심,소매,내국인관광객,50대,남,201811,1762,2344,165362782
1944,제주도,서귀포시,도심,소매,내국인관광객,40대,여,201811,1908,2449,105688608
1945,제주도,서귀포시,도심,소매,내국인관광객,40대,남,201811,2076,2783,124122779
1946,제주도,서귀포시,도심,소매,내국인관광객,30대,여,201811,2307,3141,99397813
1947,제주도,서귀포시,도심,소매,내국인관광객,30대,남,201811,2261,3149,104040781
1948,제주도,서귀포시,도심,소매,내국인관광객,20대미만,여,201811,103,118,1567200
1949,제주도,서귀포시,도심,소매,내국인관광객,20대미만,남,201811,74,78,934650
1950,제주도,서귀포시,도심,소매,내국인관광객,60대이상,여,201812,710,898,87160251
1951,제주도,서귀포시,도심,소매,내국인관광객,60대이상,남,201812,873,1113,107936932
1952,제주도,서귀포시,도심,소매,내국인관광객,50대,여,201812,1358,1741,96392984
1953,제주도,서귀포시,도심,소매,내국인관광객,50대,남,201812,1691,2323,133394727
1954,제주도,서귀포시,도심,소매,내국인관광객,40대,여,201812,1693,2201,89541289
1955,제주도,서귀포시,도심,소매,내국인관광객,40대,남,201812,2091,2824,110320475
1956,제주도,서귀포시,도심,소매,내국인관광객,30대,여,201812,2366,3304,102022330
1957,제주도,서귀포시,도심,소매,내국인관광객,30대,남,201812,2370,3328,105957538
1958,제주도,서귀포시,도심,소매,내국인관광객,20대미만,여,201812,51,64,1316000
1959,제주도,서귀포시,도심,소매,내국인관광객,20대미만,남,201812,39,51,845500
1960,제주도,서귀포시,읍면,소매,내국인관광객,60대이상,여,201609,691,823,66563680
1961,제주도,서귀포시,읍면,소매,내국인관광객,60대이상,남,201609,798,926,63697620
1962,제주도,서귀포시,읍면,소매,내국인관광객,50대,여,201609,1064,1292,69955440
1963,제주도,서귀포시,읍면,소매,내국인관광객,50대,남,201609,1212,1512,85987120
1964,제주도,서귀포시,읍면,소매,내국인관광객,40대,여,201609,1539,1853,80895400
1965,제주도,서귀포시,읍면,소매,내국인관광객,40대,남,201609,1872,2321,85455230
1966,제주도,서귀포시,읍면,소매,내국인관광객,30대,여,201609,2518,3016,88590297
1967,제주도,서귀포시,읍면,소매,내국인관광객,30대,남,201609,2491,2934,87150530
1968,제주도,서귀포시,읍면,소매,내국인관광객,20대,여,201609,1558,1771,38127060
1969,제주도,서귀포시,읍면,소매,내국인관광객,20대,남,201609,771,885,18832540
1970,제주도,서귀포시,읍면,소매,내국인관광객,60대이상,여,201610,1006,1180,104835090
1971,제주도,서귀포시,읍면,소매,내국인관광객,60대이상,남,201610,1099,1275,105841200
1972,제주도,서귀포시,읍면,소매,내국인관광객,50대,여,201610,1637,1951,138683314
1973,제주도,서귀포시,읍면,소매,내국인관광객,50대,남,201610,1511,1903,113809420
1974,제주도,서귀포시,읍면,소매,내국인관광객,40대,여,201610,1984,2375,100893343
1975,제주도,서귀포시,읍면,소매,내국인관광객,40대,남,201610,2389,2881,116242652
1976,제주도,서귀포시,읍면,소매,내국인관광객,30대,여,201610,2517,3010,100054590
1977,제주도,서귀포시,읍면,소매,내국인관광객,30대,남,201610,2263,2715,98175210
1978,제주도,서귀포시,읍면,소매,내국인관광객,20대,여,201610,1330,1521,37057955
1979,제주도,서귀포시,읍면,소매,내국인관광객,20대,남,201610,673,818,20985020
1980,제주도,서귀포시,읍면,소매,내국인관광객,60대이상,여,201611,942,1086,109028280
1981,제주도,서귀포시,읍면,소매,내국인관광객,60대이상,남,201611,1123,1310,127724830
1982,제주도,서귀포시,읍면,소매,내국인관광객,50대,여,201611,1507,1845,130648530
1983,제주도,서귀포시,읍면,소매,내국인관광객,50대,남,201611,1581,1890,131448510
1984,제주도,서귀포시,읍면,소매,내국인관광객,40대,여,201611,1590,1911,84741408
1985,제주도,서귀포시,읍면,소매,내국인관광객,40대,남,201611,1858,2343,107982486
1986,제주도,서귀포시,읍면,소매,내국인관광객,30대,여,201611,1985,2347,78472900
1987,제주도,서귀포시,읍면,소매,내국인관광객,30대,남,201611,1807,2117,80294730
1988,제주도,서귀포시,읍면,소매,내국인관광객,20대,여,201611,1172,1339,32882160
1989,제주도,서귀포시,읍면,소매,내국인관광객,20대,남,201611,658,808,19923190
1990,제주도,서귀포시,읍면,소매,내국인관광객,60대이상,여,201612,591,707,67441100
1991,제주도,서귀포시,읍면,소매,내국인관광객,60대이상,남,201612,781,953,70844100
1992,제주도,서귀포시,읍면,소매,내국인관광객,50대,여,201612,1179,1458,90224876
1993,제주도,서귀포시,읍면,소매,내국인관광객,50대,남,201612,1466,1798,107444133
1994,제주도,서귀포시,읍면,소매,내국인관광객,40대,여,201612,1577,1903,86702430
1995,제주도,서귀포시,읍면,소매,내국인관광객,40대,남,201612,1925,2436,104151303
1996,제주도,서귀포시,읍면,소매,내국인관광객,30대,여,201612,1976,2297,76040010
1997,제주도,서귀포시,읍면,소매,내국인관광객,30대,남,201612,1911,2245,79219030
1998,제주도,서귀포시,읍면,소매,내국인관광객,20대,여,201612,1524,1744,42836090
1999,제주도,서귀포시,읍면,소매,내국인관광객,20대,남,201612,781,920,24090990
2000,제주도,서귀포시,읍면,소매,내국인관광객,60대이상,여,201701,568,668,55153050
2001,제주도,서귀포시,읍면,소매,내국인관광객,60대이상,남,201701,755,886,68186590
2002,제주도,서귀포시,읍면,소매,내국인관광객,50대,여,201701,1331,1589,93212330
2003,제주도,서귀포시,읍면,소매,내국인관광객,50대,남,201701,1690,2045,130041400
2004,제주도,서귀포시,읍면,소매,내국인관광객,40대,여,201701,1965,2401,105089020
2005,제주도,서귀포시,읍면,소매,내국인관광객,40대,남,201701,2255,2786,128322220
2006,제주도,서귀포시,읍면,소매,내국인관광객,30대,여,201701,1936,2265,77950110
2007,제주도,서귀포시,읍면,소매,내국인관광객,30대,남,201701,1591,1870,74987700
2008,제주도,서귀포시,읍면,소매,내국인관광객,20대,여,201701,1665,1896,46603708
2009,제주도,서귀포시,읍면,소매,내국인관광객,20대,남,201701,888,1045,27757342
2010,제주도,서귀포시,읍면,소매,내국인관광객,60대이상,여,201702,537,634,54134866
2011,제주도,서귀포시,읍면,소매,내국인관광객,60대이상,남,201702,688,808,62978500
2012,제주도,서귀포시,읍면,소매,내국인관광객,50대,여,201702,1291,1548,94207250
2013,제주도,서귀포시,읍면,소매,내국인관광객,50대,남,201702,1400,1650,99002198
2014,제주도,서귀포시,읍면,소매,내국인관광객,40대,여,201702,1790,2198,89807940
2015,제주도,서귀포시,읍면,소매,내국인관광객,40대,남,201702,1983,2415,115727340
2016,제주도,서귀포시,읍면,소매,내국인관광객,30대,여,201702,1756,2066,67476363
2017,제주도,서귀포시,읍면,소매,내국인관광객,30대,남,201702,1540,1834,67428396
2018,제주도,서귀포시,읍면,소매,내국인관광객,20대,여,201702,1987,2274,51622770
2019,제주도,서귀포시,읍면,소매,내국인관광객,20대,남,201702,1065,1269,29388180
2020,제주도,서귀포시,읍면,소매,내국인관광객,60대이상,여,201703,1153,1296,136681220
2021,제주도,서귀포시,읍면,소매,내국인관광객,60대이상,남,201703,1259,1464,132776560
2022,제주도,서귀포시,읍면,소매,내국인관광객,50대,여,201703,1718,2094,143019270
2023,제주도,서귀포시,읍면,소매,내국인관광객,50대,남,201703,1631,2001,125512170
2024,제주도,서귀포시,읍면,소매,내국인관광객,40대,여,201703,1486,1812,76445790
2025,제주도,서귀포시,읍면,소매,내국인관광객,40대,남,201703,1752,2109,93431134
2026,제주도,서귀포시,읍면,소매,내국인관광객,30대,여,201703,2262,2796,90585520
2027,제주도,서귀포시,읍면,소매,내국인관광객,30대,남,201703,2121,2647,84250320
2028,제주도,서귀포시,읍면,소매,내국인관광객,20대,여,201703,1811,2129,53079210
2029,제주도,서귀포시,읍면,소매,내국인관광객,20대,남,201703,859,1031,27962840
2030,제주도,서귀포시,읍면,소매,내국인관광객,60대이상,여,201704,1626,1889,235892200
2031,제주도,서귀포시,읍면,소매,내국인관광객,60대이상,남,201704,1555,1802,186926410
2032,제주도,서귀포시,읍면,소매,내국인관광객,50대,여,201704,2339,2747,186476120
2033,제주도,서귀포시,읍면,소매,내국인관광객,50대,남,201704,1903,2311,152822265
2034,제주도,서귀포시,읍면,소매,내국인관광객,40대,여,201704,1945,2372,105784650
2035,제주도,서귀포시,읍면,소매,내국인관광객,40대,남,201704,2283,2843,116083439
2036,제주도,서귀포시,읍면,소매,내국인관광객,30대,여,201704,2767,3241,105775360
2037,제주도,서귀포시,읍면,소매,내국인관광객,30대,남,201704,2667,3196,113783920
2038,제주도,서귀포시,읍면,소매,내국인관광객,20대,여,201704,1784,2061,54616518
2039,제주도,서귀포시,읍면,소매,내국인관광객,20대,남,201704,922,1127,29907200
2040,제주도,서귀포시,읍면,소매,내국인관광객,60대이상,여,201705,1246,1482,147012050
2041,제주도,서귀포시,읍면,소매,내국인관광객,60대이상,남,201705,1188,1394,120939250
2042,제주도,서귀포시,읍면,소매,내국인관광객,50대,여,201705,1891,2258,152427400
2043,제주도,서귀포시,읍면,소매,내국인관광객,50대,남,201705,1925,2337,139335610
2044,제주도,서귀포시,읍면,소매,내국인관광객,40대,여,201705,2231,2711,111348472
2045,제주도,서귀포시,읍면,소매,내국인관광객,40대,남,201705,2708,3384,130333934
2046,제주도,서귀포시,읍면,소매,내국인관광객,30대,여,201705,2886,3460,113494928
2047,제주도,서귀포시,읍면,소매,내국인관광객,30대,남,201705,2818,3428,114310310
2048,제주도,서귀포시,읍면,소매,내국인관광객,20대,여,201705,1914,2211,51838025
2049,제주도,서귀포시,읍면,소매,내국인관광객,20대,남,201705,985,1211,28904910
2050,제주도,서귀포시,읍면,소매,내국인관광객,60대이상,여,201706,1003,1212,121337340
2051,제주도,서귀포시,읍면,소매,내국인관광객,60대이상,남,201706,949,1157,100964410
2052,제주도,서귀포시,읍면,소매,내국인관광객,50대,여,201706,1700,2092,138892065
2053,제주도,서귀포시,읍면,소매,내국인관광객,50대,남,201706,1594,1958,112219270
2054,제주도,서귀포시,읍면,소매,내국인관광객,40대,여,201706,1939,2387,97145400
2055,제주도,서귀포시,읍면,소매,내국인관광객,40대,남,201706,2252,2873,106110126
2056,제주도,서귀포시,읍면,소매,내국인관광객,30대,여,201706,2652,3142,95944800
2057,제주도,서귀포시,읍면,소매,내국인관광객,30대,남,201706,2505,3034,99289360
2058,제주도,서귀포시,읍면,소매,내국인관광객,20대,여,201706,2224,2600,53978513
2059,제주도,서귀포시,읍면,소매,내국인관광객,20대,남,201706,1141,1371,32978540
2060,제주도,서귀포시,읍면,소매,내국인관광객,60대이상,여,201707,614,779,72197130
2061,제주도,서귀포시,읍면,소매,내국인관광객,60대이상,남,201707,724,890,54839096
2062,제주도,서귀포시,읍면,소매,내국인관광객,50대,여,201707,1316,1663,85372450
2063,제주도,서귀포시,읍면,소매,내국인관광객,50대,남,201707,1507,1884,80181588
2064,제주도,서귀포시,읍면,소매,내국인관광객,40대,여,201707,2082,2611,85524007
2065,제주도,서귀포시,읍면,소매,내국인관광객,40대,남,201707,2387,3082,99451300
2066,제주도,서귀포시,읍면,소매,내국인관광객,30대,여,201707,2590,3119,83707470
2067,제주도,서귀포시,읍면,소매,내국인관광객,30대,남,201707,2477,3013,81670035
2068,제주도,서귀포시,읍면,소매,내국인관광객,20대,여,201707,2944,3443,68173714
2069,제주도,서귀포시,읍면,소매,내국인관광객,20대,남,201707,1610,1950,37733320
2070,제주도,서귀포시,읍면,소매,내국인관광객,60대이상,여,201708,639,794,52309770
2071,제주도,서귀포시,읍면,소매,내국인관광객,60대이상,남,201708,805,1021,58609340
2072,제주도,서귀포시,읍면,소매,내국인관광객,50대,여,201708,1436,1902,89676620
2073,제주도,서귀포시,읍면,소매,내국인관광객,50대,남,201708,1700,2193,95954050
2074,제주도,서귀포시,읍면,소매,내국인관광객,40대,여,201708,2370,2975,104567210
2075,제주도,서귀포시,읍면,소매,내국인관광객,40대,남,201708,2964,3836,130590950
2076,제주도,서귀포시,읍면,소매,내국인관광객,30대,여,201708,3079,3740,104307905
2077,제주도,서귀포시,읍면,소매,내국인관광객,30대,남,201708,2915,3639,106087875
2078,제주도,서귀포시,읍면,소매,내국인관광객,20대,여,201708,3078,3552,75977535
2079,제주도,서귀포시,읍면,소매,내국인관광객,20대,남,201708,1774,2178,47968965
2080,제주도,서귀포시,읍면,소매,내국인관광객,60대이상,여,201709,827,1007,86914320
2081,제주도,서귀포시,읍면,소매,내국인관광객,60대이상,남,201709,925,1136,88652210
2082,제주도,서귀포시,읍면,소매,내국인관광객,50대,여,201709,1559,2029,125920558
2083,제주도,서귀포시,읍면,소매,내국인관광객,50대,남,201709,1528,2016,109355840
2084,제주도,서귀포시,읍면,소매,내국인관광객,40대,여,201709,1760,2280,96449530
2085,제주도,서귀포시,읍면,소매,내국인관광객,40대,남,201709,2181,2937,109236445
2086,제주도,서귀포시,읍면,소매,내국인관광객,30대,여,201709,2953,3602,111207510
2087,제주도,서귀포시,읍면,소매,내국인관광객,30대,남,201709,3005,3794,118843650
2088,제주도,서귀포시,읍면,소매,내국인관광객,20대,여,201709,2065,2435,56196720
2089,제주도,서귀포시,읍면,소매,내국인관광객,20대,남,201709,1144,1551,35984515
2090,제주도,서귀포시,읍면,소매,내국인관광객,60대이상,여,201710,1089,1347,126776920
2091,제주도,서귀포시,읍면,소매,내국인관광객,60대이상,남,201710,1153,1374,108760944
2092,제주도,서귀포시,읍면,소매,내국인관광객,50대,여,201710,1846,2346,148600600
2093,제주도,서귀포시,읍면,소매,내국인관광객,50대,남,201710,1885,2415,144988390
